1,Dessert
2,Side
3,Side
4,Entree
5,Side
6,Side
7,Side
8,Side
9,Side
10,Side
11,Soup
12,Entree
13,Entree
14,Entree
15,Dessert
16,Entree
17,Entree
18,Entree
19,Entree
20,Soup
21,Soup
22,Entree
23,Soup
24,Entree
25,Entree
26,Entree
27,Side
28,Entree
29,Entree
30,Side
31,Entree
32,Entree
33,Side
34,Sauce
35,Soup
36,Entree
37,Entree
38,Side
39,Sauce
40,Dessert
41,Dessert
42,Side
43,Entree
44,Dessert
45,Entree
46,Side
47,Entree
48,Side
49,Side
50,Soup
51,Side
52,Entree
53,Beverage
54,Entree
55,Entree
56,Entree
57,Beverage
58,Beverage
59,Entree
60,Entree
61,Dessert
62,Entree
63,Dessert
64,Soup
65,Breakfast
66,Entree
67,Soup
68,Entree
69,Entree
70,Entree
71,Side
72,Side
73,Entree
74,Entree
75,Entree
76,Beverage
77,Beverage
78,Entree
79,Soup
80,Entree
81,Dessert
82,Beverage
83,Entree
84,Entree
85,Soup
86,Entree
87,Dessert
88,Entree
89,Dessert
90,Entree
